municipality,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
City of San Pedro,2021,10,0.3910467364435352,0.32075567885566514,0.2739514615781994,0.25071846669831543,-0.39528665272048163,0.28205417261773624,50460,-5.576045000341432,3.7386553831131684,-11.217386056613117,4.621333259231618,60578
City of San Pedro,2021,11,0.02554428649436796,0.1568732310364391,-0.01646317080639936,0.17104345234830393,-0.004346670801315476,0.13665776990349793,398,-4.410159354269616,4.270863687859584,-11.634945902998489,4.328432866387513,60909
City of San Pedro,2021,12,0.40004860031283546,0.33859352130262754,0.25776218100855813,0.2240608900552293,-0.4053387260598813,0.2994706062371316,54085,-5.5941850327530505,3.6628904062195944,-11.237379823457232,4.61980380228692,60761
City of San Pedro,2022,1,0.1851786667476096,0.282733704078815,0.16117392466219096,0.1995603429955337,-0.18776644259492406,0.27624015810262553,17300,-5.816828562632917,4.020352545853258,-11.366531912390643,4.652216154462968,60852
City of San Pedro,2022,2,0.2963290390360272,0.25828263850645883,0.21049279103540802,0.18983028979982072,-0.31108967930287884,0.23203705822298698,44779,-5.630244765770618,3.8760564471938475,-11.121060307995197,4.665406589358694,60758
City of San Pedro,2022,3,0.3340484305034942,0.2888479555164503,0.22987205937021138,0.2668351231717588,-0.365050540842452,0.2573394232341711,61064,-5.759343499563541,3.840389355218481,-11.273813353532233,4.580355066772217,60738
City of San Pedro,2022,4,-0.010542576651113088,0.07229544213717445,-0.19539402535013944,1.171109987332825,0.04045780469381877,0.06977600791872746,1720,-5.526285111462869,3.6935859997115226,-11.110916659132975,4.519604719986224,60664
City of San Pedro,2022,5,0.3460961224710515,0.28150662517946873,0.2702196596771752,0.27063558417069805,-0.35193025541485573,0.23740879954043442,46008,-4.968298531652299,3.9931007000611882,-10.731001839214743,4.350203666598401,60907
City of San Pedro,2022,6,,,,,,,0,-5.120411886640817,4.019826722117454,-10.882289345263146,4.402485889324119,60814
City of San Pedro,2022,7,0.38601936757510835,0.34279905324147397,0.3010798192186936,0.9118950203352115,-0.3834461617030944,0.2986796738226978,55804,-5.0822279913883195,3.908490878522499,-10.73339859220883,4.375681617735483,60906
City of San Pedro,2022,8,0.3420128397874132,0.28238028172812907,0.28336384471203424,0.2460232300582757,-0.3330746341221651,0.24481597146215067,38700,-5.418231486098391,3.860518590618297,-11.059693839914507,4.506292588670204,60844
City of San Pedro,2022,9,0.4462605358600651,0.27703861221711523,0.34692429922912266,1.2627783174370906,-0.4183672673821478,0.21424753674730931,35657,-4.8803954495334025,4.151128835210176,-10.531608238465306,4.453963362010231,60910
City of San Pedro,2022,10,0.2864339898724935,0.24993954351490186,0.2335006694744569,0.2039003056530015,-0.27415924231129624,0.24360645792256827,11930,-4.648592464894803,4.092900786260179,-10.27674378948315,4.342949393833904,60905
City of San Pedro,2022,11,0.37395898624252405,0.2587101146760401,0.30971936452484256,0.30872383149889787,-0.36555784635263594,0.20549179647353283,32271,-4.320526850652202,3.6716017522135163,-10.222391736367397,4.262892925657068,60910
City of San Pedro,2022,12,0.40734515884751615,0.31956010887822717,0.2706592974391336,0.9404002883014247,-0.4097739539368785,0.2628856096001534,61065,-5.408193374820685,3.5308743649394954,-11.051631365883352,4.466009935510304,60857
City of San Pedro,2023,1,0.40728301975752895,0.30952276576616555,0.2671463492015559,0.23031391452629896,-0.41103597866548613,0.25489761310867143,58709,-5.71104572244996,3.9567312811190707,-11.172368236056725,4.6066032909946015,60844
City of San Pedro,2023,2,0.25446717394607926,0.24467868306341037,0.22392866604198614,0.2017111697282614,-0.2380162060129383,0.2280924594459847,16772,-5.645801653189095,4.283656430543283,-11.043855753997189,4.635819117642589,60788
City of San Pedro,2023,3,0.3083448708440087,0.24482624805275427,0.2167635052129077,0.1859632568945311,-0.3450822402795691,0.21302902792504538,61065,-5.831633348931079,4.167909983143554,-11.194812272394712,4.74280551426119,60830
City of San Pedro,2023,4,0.35832373689970004,0.2521964224375002,0.2626034732464745,0.20080656801626964,-0.3783072117881644,0.20215381001115615,60108,-5.573439710514555,3.8989339436375365,-11.114786268804123,4.648551942691095,60722
City of San Pedro,2023,5,0.32260656859722375,0.2783524598962902,0.29770903844744073,0.2638948381312359,-0.3136783700830698,0.246886942960462,34469,-5.444803415643043,4.024427605677921,-11.08466637077331,4.642070758007062,60783
City of San Pedro,2023,6,0.37124446643026027,0.35470258986525904,0.2901385453654084,0.4967426543598374,-0.3758817281108037,0.31269731332673467,43611,-4.791622067048444,4.084469174880095,-10.43809812313462,4.328893768253129,60909
City of San Pedro,2023,7,0.38275495430744894,0.28306380232755096,0.29620095596814056,0.8783806059367336,-0.3805446102450061,0.2203548399448393,50365,-4.531795271258752,3.724583159764735,-10.419469077115252,4.354502652084704,60860
City of San Pedro,2023,8,0.3784391615924914,0.3138735969942463,0.3859235351702154,0.31485714991807184,-0.33614728440641023,0.2900277237184127,4938,-4.945780898399884,4.021717170495663,-10.67896918396262,4.498332960880559,60785
City of San Pedro,2023,9,0.36827060593716227,0.319943204247395,0.2791840956490979,0.33129028560437424,-0.3616945041174115,0.29177033232755456,39871,-5.011000639622689,4.179226511463243,-10.627624515856247,4.382859685312647,60877
City of San Pedro,2023,10,,,,,,,0,-4.496372058557755,4.083677259226736,-10.305572806546001,4.407451975256401,60808
City of San Pedro,2023,11,0.4500884177773312,0.264189752283332,0.29578743636309857,0.36735016979949314,-0.4196374195377411,0.2094032527731436,35292,-4.969526261316458,4.02902219501484,-10.590977181033486,4.5000070442584885,60897
City of San Pedro,2023,12,0.37970802659354547,0.3213437997495224,0.25420521674676877,0.2852912467319572,-0.38921021049073945,0.27952554892648135,59148,-5.040641608142484,3.866456639260325,-10.7597109951569,4.582026459377125,60799
City of San Pedro,2024,1,0.3543024879445813,0.2494187687802217,0.22311871063260455,0.17202929177424844,-0.3788786490872886,0.2093007038723929,58543,-5.4645775628631865,3.6789948202193665,-11.048927556857738,4.55768876490083,60998
City of San Pedro,2024,2,0.32487420398078115,0.23957754386435445,0.2056236550557186,0.16761655998258596,-0.3725788402617481,0.2078677611960365,61065,-5.605481450607421,3.9316656812400197,-11.082913846415948,4.68129961022396,60727
City of San Pedro,2024,3,0.26079306463292357,0.22193800229113197,0.17766732694201226,0.1970401521923139,-0.2937792353401862,0.2003974369655879,55142,-5.725661904673732,3.988272111006216,-11.025024980937483,4.548752223403873,61026
City of San Pedro,2024,4,0.2840874657075415,0.24622895876916207,0.1721836917466062,4.904099171545115,-0.3400702657777345,0.22829737357533691,60699,-5.815141712180206,4.096122072238282,-11.339376681204977,4.801278835971291,60657
City of San Pedro,2024,5,-0.02679912217528276,0.04116419621609747,-0.11679562377621945,0.17362328105875643,0.05265401254038568,0.050424619498357956,23,-5.682975360664668,4.001542504577162,-11.067178009101074,4.505728312825464,61006
City of San Pedro,2024,6,0.38614488283929255,0.30357000190221073,0.2997332986278913,2.684188922912917,-0.382829659655976,0.250097999054593,55977,-5.07600610130502,4.014005557850099,-10.511258158973904,4.2411123665827795,61035
City of San Pedro,2024,7,,,,,,,0,-4.637556602936026,4.354652398880407,-11.570677982504323,4.337348945492521,60911
City of San Pedro,2024,8,0.40114841689890646,0.24765214868504387,0.33992774442799834,0.8227042479914439,-0.3931630300946488,0.19202418509667066,35856,-4.472196061701195,4.069387403938812,-10.185030016660798,4.18409950549209,61036
City of San Pedro,2024,9,0.4396248275067915,0.28710483410837123,0.3399272331870753,0.3245446789016348,-0.4283870634718097,0.22389942938779275,32261,-5.1811296308379795,4.332254681340449,-10.850880126447555,4.5283907532740395,60827
City of San Pedro,2024,10,0.3232186317279285,0.3842967924802228,0.2559548953667991,2.2175450521438758,-0.3265870444318436,0.34771701561040624,40029,-4.820993533628531,4.106976769765525,-10.544148871072611,4.434132698749585,60928
City of San Pedro,2024,11,0.37802111437787983,0.32123246952772705,0.2582694810560582,0.26948952487975736,-0.39200517026087955,0.285263600203154,60392,-5.39366318708947,3.7622541334822373,-11.041872898122454,4.599176596272084,60816
City of San Pedro,2024,12,0.43394102301400017,0.28265887553565694,0.35047211448175714,0.43212389763849707,-0.40832726246242257,0.22914553786342773,21993,-4.600118369467998,4.184095668202176,-10.159670418765767,4.3988727238137955,61038
City of San Pedro,2025,1,0.3513237206190955,0.3298932806755085,0.25647451408940075,0.24317257945363285,-0.36738269149806846,0.30209184110289117,55372,-4.955999748238345,4.023252666078273,-10.629797205407431,4.5684023614077205,60682
