municipality,year,season,seq_step,month,rain,temp,humid,ndvi,vv,vh,suspected_proxy,yield_mt_ha
Alaminos,2022,Dry,1,1,38.6,23.79,81.73,0.6703092796476599,-5.847566055060809,-12.893030258684798,False,3.9716
Alaminos,2022,Dry,2,2,54.4,24.72,81.12,0.6037855969035044,-6.026423225807314,-12.901853114647496,False,3.9716
Alaminos,2022,Dry,3,3,60.2,26.31,78.13,0.7869464347482966,-6.173178301593615,-13.061815707373277,False,3.9716
Alaminos,2022,Dry,4,4,141.3,25.86,81.52,0.7203734620757142,-5.805301708806337,-12.825140244544219,False,3.9716
Alaminos,2022,Dry,5,5,186.3,26.69,81.11,0.7936148431874088,-5.454136127728355,-12.711844104114691,False,3.9716
Alaminos,2022,Dry,6,6,242.5,26.1,85.42,0.7154503240727409,-5.520828725402317,-12.568014593858225,False,3.9716
Bay,2022,Dry,1,1,40.8,24.87,78.2,0.5247035063391575,-6.837124064544287,-14.282169822256408,False,4.1319
Bay,2022,Dry,2,2,63.5,25.47,78.95,0.6455981321040131,-6.843704975624782,-13.46621250295706,False,4.1319
Bay,2022,Dry,3,3,63.2,27.0,76.4,0.6794142908500077,-6.9525200269618885,-13.502128714612798,False,4.1319
Bay,2022,Dry,4,4,113.7,26.82,77.94,0.6183599753520701,-6.4647141598240685,-13.203708985320857,False,4.1319
Bay,2022,Dry,5,5,155.1,27.55,79.66,0.7006411382477516,-6.331887706637866,-13.473690296875201,False,4.1319
Bay,2022,Dry,6,6,282.0,26.95,84.7,0.5397063252225099,-6.427284909032223,-13.90337889644778,False,4.1319
Calauan,2022,Dry,1,1,46.1,24.97,78.94,0.6746215206745709,-6.448516372240541,-13.605143621091313,False,4.10158
Calauan,2022,Dry,2,2,61.3,25.55,80.05,0.717653799786271,-6.566299915886569,-13.226867990371652,False,4.10158
Calauan,2022,Dry,3,3,63.3,27.03,77.69,0.770377567263202,-6.609414252246729,-13.214532587478901,False,4.10158
Calauan,2022,Dry,4,4,88.7,26.93,78.58,0.6882806847090539,-6.188159690959522,-12.95096564949374,False,4.10158
Calauan,2022,Dry,5,5,178.6,27.72,79.7,0.7781725469775742,-6.037594141445997,-13.051138122191142,False,4.10158
Calauan,2022,Dry,6,6,285.2,27.27,83.96,0.7619289637708906,-6.032759722427066,-13.153568797721444,False,4.10158
Cavinti,2022,Dry,1,1,104.2,22.52,87.4,0.7597302191652081,-7.110334923491182,-13.775688735098864,False,3.60153
Cavinti,2022,Dry,2,2,126.2,22.78,90.62,0.5210553721829984,-6.844092009389703,-13.445992482745098,False,3.60153
Cavinti,2022,Dry,3,3,99.5,24.35,87.29,0.7759211352683003,-6.814451535238866,-13.573907166623549,False,3.60153
Cavinti,2022,Dry,4,4,160.3,24.17,88.51,0.6862328460841465,-6.8116841635878735,-13.427250101942374,False,3.60153
Cavinti,2022,Dry,5,5,204.3,25.4,86.61,0.7665104573735757,-6.765334464279754,-13.720592046365741,False,3.60153
Cavinti,2022,Dry,6,6,263.1,25.25,87.42,0.7750967803223588,-6.776875186332801,-13.533420320154441,False,3.60153
City of Biñan,2022,Dry,1,1,32.3,25.52,73.91,0.28657657032556383,-6.309246272037042,-12.146663599154698,False,3.95875
City of Biñan,2022,Dry,2,2,28.8,26.04,75.32,0.3564277013724339,-6.217943640579658,-12.014630844113537,False,3.95875
City of Biñan,2022,Dry,3,3,32.6,27.61,72.64,0.33498075236115427,-6.405597916652315,-12.203524261612184,False,3.95875
City of Biñan,2022,Dry,4,4,64.0,27.42,74.63,0.1312487299089711,-5.930527928876979,-11.868351265502787,False,3.95875
City of Biñan,2022,Dry,5,5,289.1,27.85,78.12,0.39466353599032783,-5.385098288385701,-11.519828776696126,False,3.95875
City of Biñan,2022,Dry,6,6,324.6,27.24,82.54,,-5.3749056357786635,-11.507310377347581,False,3.95875
City of Cabuyao,2022,Dry,1,1,42.6,24.98,77.6,0.20798815193120385,-6.835818448274235,-12.697142084878424,False,4.12662
City of Cabuyao,2022,Dry,2,2,41.4,25.54,78.53,0.437257341897713,-6.910921916284764,-12.58368422791506,False,4.12662
City of Cabuyao,2022,Dry,3,3,63.6,27.11,75.68,0.470455785795317,-7.0782721946993625,-12.759800207317657,False,4.12662
City of Cabuyao,2022,Dry,4,4,122.2,26.88,77.67,0.43087680528032046,-6.506527860394799,-12.283403728974125,False,4.12662
City of Cabuyao,2022,Dry,5,5,238.6,27.51,80.01,0.47948775255345616,-6.218328721396927,-12.18998953139704,False,4.12662
City of Cabuyao,2022,Dry,6,6,315.0,26.86,84.55,,-6.118786667752374,-12.188717754805554,False,4.12662
City of Calamba,2022,Dry,1,1,38.7,24.45,78.71,0.3104372546854169,-7.018657483483528,-13.28481876720628,False,4.09846
City of Calamba,2022,Dry,2,2,65.7,25.11,79.3,0.509250861884067,-6.770480430020534,-12.959671783116454,False,4.09846
City of Calamba,2022,Dry,3,3,81.1,26.63,76.97,0.5281402203423154,-7.27911850047086,-13.42432065884053,False,4.09846
City of Calamba,2022,Dry,4,4,128.0,26.4,79.03,0.49241673562448945,-6.33073285290456,-12.61564994423134,False,4.09846
City of Calamba,2022,Dry,5,5,220.6,27.28,79.27,0.5931881248968564,-6.2268810998309165,-12.661270919795264,False,4.09846
City of Calamba,2022,Dry,6,6,246.5,26.59,84.19,0.3879560932512098,-6.005719643948097,-12.421216360998587,False,4.09846
City of San Pablo,2022,Dry,1,1,49.2,24.54,81.71,0.6740462911546881,-6.560112187010853,-13.224034129588793,False,4.06375
City of San Pablo,2022,Dry,2,2,59.5,25.29,81.89,0.6742340416187765,-6.706051721838266,-13.212949092418135,False,4.06375
City of San Pablo,2022,Dry,3,3,72.8,26.81,79.58,0.732420075786624,-6.7183010353257275,-13.265477975481483,False,4.06375
City of San Pablo,2022,Dry,4,4,130.2,26.56,81.36,0.7226606864309408,-6.404812490398979,-13.02250049334554,False,4.06375
City of San Pablo,2022,Dry,5,5,167.0,27.44,81.05,0.6911346958383165,-6.162084750430228,-12.948164185109913,False,4.06375
City of San Pablo,2022,Dry,6,6,256.3,26.9,85.31,0.668248892318466,-6.056573385603265,-12.690368472925247,False,4.06375
City of Santa Rosa,2022,Dry,1,1,42.6,24.98,77.6,0.2952240766769398,-6.7721774208818095,-12.819304227107676,False,4.02354
City of Santa Rosa,2022,Dry,2,2,41.4,25.54,78.53,0.4425548319797491,-6.757656826453663,-12.736703579251104,False,4.02354
City of Santa Rosa,2022,Dry,3,3,63.6,27.11,75.68,0.4315422116423842,-6.98349075119512,-12.973050405332723,False,4.02354
City of Santa Rosa,2022,Dry,4,4,122.2,26.88,77.67,0.4749612130847783,-6.298305714986785,-12.357081625386092,False,4.02354
City of Santa Rosa,2022,Dry,5,5,238.6,27.51,80.01,0.4803405229388034,-6.018596898528337,-12.249772542246669,False,4.02354
City of Santa Rosa,2022,Dry,6,6,315.0,26.86,84.55,,-5.848663604463591,-12.082082142234874,False,4.02354
Famy,2022,Dry,1,1,62.4,24.46,82.87,0.7435056592823024,-6.405583349702782,-13.093028208400094,False,4.16537
Famy,2022,Dry,2,2,80.2,24.63,86.56,0.5555620935601493,-6.824712228110306,-13.416580916866195,False,4.16537
Famy,2022,Dry,3,3,53.3,26.3,82.36,0.7308072754587011,-6.651091633195545,-13.091996626435717,False,4.16537
Famy,2022,Dry,4,4,99.6,26.13,84.33,0.78369098646138,-6.270239510907552,-12.777185032606,False,4.16537
Famy,2022,Dry,5,5,207.4,27.25,83.35,0.824685531944832,-6.161043599995668,-13.071985254091867,False,4.16537
Famy,2022,Dry,6,6,242.1,27.24,84.6,0.8095262837348557,-6.6235270491156575,-13.733232355092042,False,4.16537
Kalayaan,2022,Dry,1,1,102.2,22.67,87.16,0.709486976704759,-6.949307443048889,-13.645572351150308,False,3.88487
Kalayaan,2022,Dry,2,2,160.1,22.81,91.13,0.675010086532962,-7.032915813662753,-13.657480621358673,False,3.88487
Kalayaan,2022,Dry,3,3,109.2,24.41,87.68,0.6587521789193762,-6.826729338170401,-13.507114768491471,False,3.88487
Kalayaan,2022,Dry,4,4,181.3,24.17,89.37,0.7084778442284217,-6.5798963389537795,-13.124968212164214,False,3.88487
Kalayaan,2022,Dry,5,5,233.5,25.48,87.85,0.7888071328025799,-6.623188542113617,-13.592885694800948,False,3.88487
Kalayaan,2022,Dry,6,6,298.4,25.32,89.24,0.7767839917243133,-6.792238341979733,-13.620804070227123,False,3.88487
Liliw,2022,Dry,1,1,61.7,23.28,82.96,0.7867161559573917,-6.579371780812951,-13.453359219538077,False,4.08838
Liliw,2022,Dry,2,2,91.0,23.76,84.85,0.581696022442463,-6.4465711060502935,-13.10935252372311,False,4.08838
Liliw,2022,Dry,3,3,52.4,25.32,81.65,0.7825202072100537,-6.694770871995164,-13.367382472871299,False,4.08838
Liliw,2022,Dry,4,4,102.9,25.2,82.6,0.7289670403247229,-6.4102740614536815,-13.084244485613956,False,4.08838
Liliw,2022,Dry,5,5,195.2,26.24,81.63,0.7052025242983151,-6.26396696860184,-13.141235520807413,False,4.08838
Liliw,2022,Dry,6,6,253.6,25.91,84.34,0.784813934644728,-6.154260369351893,-13.056447137764113,False,4.08838
Los Baños,2022,Dry,1,1,40.8,23.79,78.05,0.5222112783262522,-6.231795192544272,-13.055402741851212,False,3.81162
Los Baños,2022,Dry,2,2,63.5,24.4,78.8,0.534719431038949,-5.990357668065602,-12.647917094947147,False,3.81162
Los Baños,2022,Dry,3,3,63.2,25.95,76.24,0.7121877473167272,-6.3755964883855905,-13.001900298387985,False,3.81162
Los Baños,2022,Dry,4,4,113.7,25.76,77.8,0.6113974740840348,-5.9450503705580475,-12.67604473525383,False,3.81162
Los Baños,2022,Dry,5,5,155.1,26.51,79.53,0.7615405333263414,-5.977321180236998,-12.926066471064358,False,3.81162
Los Baños,2022,Dry,6,6,282.0,25.9,84.6,0.5258623904664006,-5.818400372941331,-12.683121725633683,False,3.81162
Luisiana,2022,Dry,1,1,136.1,21.58,89.34,0.798416914847605,-6.534439341517421,-13.318953666836217,False,3.62075
Luisiana,2022,Dry,2,2,182.8,21.95,92.13,0.5050731800056055,-6.389634909173891,-13.209912616558004,False,3.62075
Luisiana,2022,Dry,3,3,117.9,23.42,89.38,0.756942058911354,-6.24405232160858,-13.119319955318534,False,3.62075
Luisiana,2022,Dry,4,4,191.7,23.32,90.2,0.7716010261192047,-6.234263894352831,-12.994999101974544,False,3.62075
Luisiana,2022,Dry,5,5,215.1,24.57,87.45,0.805677328575728,-6.085612115247143,-13.046259661760867,False,3.62075
Luisiana,2022,Dry,6,6,246.0,24.46,88.27,0.7998469311910359,-6.048250779975,-12.950738385215066,False,3.62075
Lumban,2022,Dry,1,1,102.2,22.67,87.16,0.6901909458893887,-7.615759200246923,-14.204774352739948,False,4.18621
Lumban,2022,Dry,2,2,160.1,22.81,91.13,0.5496659568471048,-7.477044191089179,-14.041880463899465,False,4.18621
Lumban,2022,Dry,3,3,109.2,24.41,87.68,0.6900720267700673,-7.54478914969584,-14.086654024378719,False,4.18621
Lumban,2022,Dry,4,4,181.3,24.17,89.37,0.657659868317108,-7.222769037537053,-13.566480863971034,False,4.18621
Lumban,2022,Dry,5,5,233.5,25.48,87.85,0.7224678628390235,-7.2397091238538165,-13.94702735504951,False,4.18621
Lumban,2022,Dry,6,6,298.4,25.32,89.24,0.781336492971306,-7.2984912550569065,-13.892937630871721,False,4.18621
Mabitac,2022,Dry,1,1,33.4,24.69,77.94,0.631413353028714,-7.680046089668171,-14.966910575955463,False,4.29277
Mabitac,2022,Dry,2,2,40.6,25.12,80.11,0.6220007395034955,-7.902030264187707,-14.639656583054899,False,4.29277
Mabitac,2022,Dry,3,3,27.3,26.91,75.66,0.6832266933220115,-8.244729525470932,-14.52254419836505,False,4.29277
Mabitac,2022,Dry,4,4,73.5,26.78,77.31,0.6723393606789506,-7.458832937663996,-13.870877819413769,False,4.29277
Mabitac,2022,Dry,5,5,243.5,27.56,78.94,0.7085903827849214,-7.102139253277039,-14.030999330075561,False,4.29277
Mabitac,2022,Dry,6,6,233.2,27.39,81.32,0.6180265371832179,-7.400649093156525,-14.769879738130289,False,4.29277
Magdalena,2022,Dry,1,1,54.8,24.96,80.32,0.7925191555624764,-6.7726396533090165,-13.55804990017699,False,4.01809
Magdalena,2022,Dry,2,2,55.7,25.32,82.78,0.6412794240932319,-6.662975088254208,-13.223077833794864,False,4.01809
Magdalena,2022,Dry,3,3,39.1,27.0,78.81,0.7314274664675984,-6.909029922074585,-13.540751368240965,False,4.01809
Magdalena,2022,Dry,4,4,75.5,26.84,79.9,0.7269415383871003,-6.398414264710632,-13.055204529196121,False,4.01809
Magdalena,2022,Dry,5,5,254.6,27.79,80.56,0.7331698698438517,-6.2659425334740435,-13.10923278860681,False,4.01809
Magdalena,2022,Dry,6,6,258.7,27.47,82.67,0.7539439645471552,-6.138887703910176,-13.163166061326507,False,4.01809
Majayjay,2022,Dry,1,1,136.1,22.53,89.41,0.8259637579513485,-6.643313521990912,-13.452521356503565,False,3.93938
Majayjay,2022,Dry,2,2,182.8,22.89,92.18,0.5421822359538886,-6.446756352263319,-13.1492386636224,False,3.93938
Majayjay,2022,Dry,3,3,117.9,24.36,89.47,0.7917519726491516,-6.692135918731371,-13.395485810285393,False,3.93938
Majayjay,2022,Dry,4,4,191.7,24.28,90.27,0.7654667589523055,-6.390956751672514,-13.014470881871853,False,3.93938
Majayjay,2022,Dry,5,5,215.1,25.52,87.53,0.7535155987667812,-6.177852212013443,-13.003529968048595,False,3.93938
Majayjay,2022,Dry,6,6,246.0,25.41,88.33,0.7861163616593642,-6.12929972488711,-12.994254997075053,False,3.93938
Nagcarlan,2022,Dry,1,1,61.7,23.28,82.96,0.7789960343797209,-6.2075965433355,-13.21070263994873,False,3.97447
Nagcarlan,2022,Dry,2,2,91.0,23.76,84.85,0.6346617891374254,-6.24687788441122,-13.019485594982978,False,3.97447
Nagcarlan,2022,Dry,3,3,52.4,25.32,81.65,0.8218727612949305,-6.304727868790244,-13.134153467925938,False,3.97447
Nagcarlan,2022,Dry,4,4,102.9,25.2,82.6,0.760680544581736,-6.043166696900604,-12.87159931037377,False,3.97447
Nagcarlan,2022,Dry,5,5,195.2,26.24,81.63,0.7672302398909726,-5.895324995231239,-12.956108783537822,False,3.97447
Nagcarlan,2022,Dry,6,6,253.6,25.91,84.34,0.7526113042063589,-5.75214461095161,-12.801698203260507,False,3.97447
Paete,2022,Dry,1,1,167.6,21.78,87.65,0.7674309857749918,-6.354245102342557,-12.962948665605609,False,4.14127
Paete,2022,Dry,2,2,286.9,21.79,92.73,0.5321542323248868,-6.642489724832773,-13.213032154615917,False,4.14127
Paete,2022,Dry,3,3,128.7,23.31,89.2,0.6668126950671714,-6.267170859528508,-12.9703106614317,False,4.14127
Paete,2022,Dry,4,4,242.5,23.14,90.81,0.753794160689184,-6.288307153113851,-12.854605762641572,False,4.14127
Paete,2022,Dry,5,5,196.9,24.53,88.14,0.8399635859306657,-6.109975740581885,-13.03031547372255,False,4.14127
Paete,2022,Dry,6,6,278.2,24.45,89.29,0.8392592917500078,-6.269722780484324,-13.073615406087143,False,4.14127
Pagsanjan,2022,Dry,1,1,54.8,25.17,80.35,0.7624724014148154,-7.214289240403376,-14.109798034384275,False,4.15239
Pagsanjan,2022,Dry,2,2,55.7,25.54,82.8,0.6994992536997598,-6.853508049262498,-13.30169618819047,False,4.15239
Pagsanjan,2022,Dry,3,3,39.1,27.23,78.83,0.7132835685767112,-7.193689685983625,-13.626769100009007,False,4.15239
Pagsanjan,2022,Dry,4,4,75.5,27.07,79.93,0.7092642854325254,-6.387494021109654,-12.843224082001033,False,4.15239
Pagsanjan,2022,Dry,5,5,254.6,28.01,80.58,0.6899615092233972,-6.335973292504783,-13.119386193306363,False,4.15239
Pagsanjan,2022,Dry,6,6,258.7,27.7,82.71,0.7032789894123928,-6.629436369861249,-13.647926972103324,False,4.15239
Pakil,2022,Dry,1,1,30.9,25.88,74.04,0.7180251759185258,-6.690015772688708,-13.34538090614201,False,4.15471
Pakil,2022,Dry,2,2,27.9,26.25,75.77,0.4993360714799321,-7.02868582949492,-13.645333928860731,False,4.15471
Pakil,2022,Dry,3,3,18.6,28.1,70.74,0.7411858480307714,-6.965777274367294,-13.53066087588718,False,4.15471
Pakil,2022,Dry,4,4,62.3,27.84,73.25,0.7375908638664121,-6.614597190535765,-13.218882715514276,False,4.15471
Pakil,2022,Dry,5,5,155.7,28.62,74.37,0.8212074366706885,-6.311748286928158,-13.280936588611864,False,4.15471
Pakil,2022,Dry,6,6,169.7,28.55,75.8,0.8219693723191929,-6.455181436323499,-13.438573870185387,False,4.15471
Pangil,2022,Dry,1,1,158.3,22.48,87.06,0.7172070416763641,-6.859954336838969,-13.640886123191356,False,4.20666
Pangil,2022,Dry,2,2,240.2,22.51,91.69,0.6634955236510583,-6.90684132171181,-13.559541363299559,False,4.20666
Pangil,2022,Dry,3,3,110.8,23.99,88.6,0.7178104744537261,-6.930617488169282,-13.43848965852709,False,4.20666
Pangil,2022,Dry,4,4,207.5,23.88,90.07,0.6002374733998772,-6.565062537869794,-13.02182106469005,False,4.20666
Pangil,2022,Dry,5,5,204.1,25.21,87.74,0.7692880164919007,-6.266035109091462,-13.104112946491195,False,4.20666
Pangil,2022,Dry,6,6,215.6,25.3,88.05,0.8193056360582606,-6.577150627276839,-13.565114833875784,False,4.20666
Pila,2022,Dry,1,1,46.6,25.61,76.57,0.6049726863467237,-7.682911733225063,-15.077036616757706,False,4.24228
Pila,2022,Dry,2,2,38.2,26.07,78.1,0.5400728197440824,-7.5350463086060575,-13.532223672997782,False,4.24228
Pila,2022,Dry,3,3,31.4,27.66,75.19,0.6037132291806689,-7.90553140103003,-13.533329629965953,False,4.24228
Pila,2022,Dry,4,4,76.1,27.54,76.3,0.4232511195269498,-6.826405138292757,-12.648435259944529,False,4.24228
Pila,2022,Dry,5,5,294.8,28.22,79.39,0.5285097172052797,-6.720412648925914,-12.831137021245437,False,4.24228
Pila,2022,Dry,6,6,344.3,27.85,83.17,0.5043971333040866,-7.775111222015849,-14.698730781815746,False,4.24228
Rizal,2022,Dry,1,1,66.3,22.77,84.69,0.6916669403874998,-6.411816979159922,-13.256033218091172,False,3.82617
Rizal,2022,Dry,2,2,84.8,23.44,85.58,0.7388701683220033,-6.591170342561943,-13.209838172369624,False,3.82617
Rizal,2022,Dry,3,3,90.9,24.98,82.63,0.8278492497770275,-6.387146367335961,-13.228445167218464,False,3.82617
Rizal,2022,Dry,4,4,149.7,24.8,84.14,0.7473396670022675,-6.342946065209251,-13.161417959549816,False,3.82617
Rizal,2022,Dry,5,5,160.1,25.72,83.16,0.6732624818730318,-6.2262929679006245,-13.256823828411905,False,3.82617
Rizal,2022,Dry,6,6,252.2,25.41,85.85,0.7570650727530014,-6.057684978816674,-12.949033064380563,False,3.82617
Santa Cruz,2022,Dry,1,1,46.6,25.43,76.54,0.5792934661490691,-7.691989746818922,-14.470593060609058,False,4.22865
Santa Cruz,2022,Dry,2,2,38.2,25.88,78.08,0.5105545077354584,-7.320638737136866,-13.45295092252932,False,4.22865
Santa Cruz,2022,Dry,3,3,31.4,27.49,75.16,0.605920048415877,-7.774841550801906,-13.624433793070587,False,4.22865
Santa Cruz,2022,Dry,4,4,76.1,27.36,76.28,0.48772473858403165,-6.631885459619875,-12.510037854381544,False,4.22865
Santa Cruz,2022,Dry,5,5,294.8,28.03,79.37,0.5400553978518476,-6.577030514390582,-12.796640210622666,False,4.22865
Santa Cruz,2022,Dry,6,6,344.3,27.66,83.14,0.5477811800838943,-7.522343073018317,-14.145893480421854,False,4.22865
Santa Maria,2022,Dry,1,1,41.0,24.5,80.86,0.8270206022461318,-6.665367734843734,-13.327188237655895,False,4.30307
Santa Maria,2022,Dry,2,2,52.9,24.86,83.83,0.7800238526085232,-7.157269941319015,-13.609282160417088,False,4.30307
Santa Maria,2022,Dry,3,3,42.6,26.57,79.69,0.6613657966090788,-6.906313954239653,-13.29006347972838,False,4.30307
Santa Maria,2022,Dry,4,4,93.2,26.4,81.69,0.698809633640584,-6.71202080376902,-13.347858025476105,False,4.30307
Santa Maria,2022,Dry,5,5,232.2,27.27,81.9,0.8340225647164514,-6.497418516351473,-13.380570977093145,False,4.30307
Santa Maria,2022,Dry,6,6,242.9,27.24,83.26,0.7787121249923573,-6.814267851935594,-13.916643830802572,False,4.30307
Siniloan,2022,Dry,1,1,81.5,22.54,85.92,0.6719070999345231,-6.72077137346876,-13.56071190340698,False,4.22327
Siniloan,2022,Dry,2,2,150.4,22.68,90.18,0.5787509225418728,-6.890764212725782,-13.56132034380054,False,4.22327
Siniloan,2022,Dry,3,3,65.1,24.21,86.87,0.7665252513248493,-6.747231783305438,-13.222162027268046,False,4.22327
Siniloan,2022,Dry,4,4,139.3,24.07,88.59,0.6902314835876276,-6.348786517641209,-12.801084033561338,False,4.22327
Siniloan,2022,Dry,5,5,253.3,25.2,87.05,0.798615573352525,-6.213461016970183,-13.09143778668142,False,4.22327
Siniloan,2022,Dry,6,6,253.5,25.35,87.22,0.7830046027378257,-6.678671974498107,-13.799445200758939,False,4.22327
Victoria,2022,Dry,1,1,46.6,25.61,76.57,0.5358388509320341,-8.411382439005434,-15.89556648660212,False,4.25457
Victoria,2022,Dry,2,2,38.2,26.07,78.1,0.6006991585528401,-8.248029298323443,-14.179793090660572,False,4.25457
Victoria,2022,Dry,3,3,31.4,27.66,75.19,0.5746818311346102,-8.4026170869422,-14.108414880594824,False,4.25457
Victoria,2022,Dry,4,4,76.1,27.54,76.3,0.44457183244091886,-7.095528906914487,-13.421065252988473,False,4.25457
Victoria,2022,Dry,5,5,294.8,28.22,79.39,0.5115986289765995,-7.553519715541295,-14.047252852603007,False,4.25457
Victoria,2022,Dry,6,6,344.3,27.85,83.17,0.4853510104473053,-8.804330357614262,-16.248401637381534,False,4.25457
Alaminos,2022,Wet,1,7,353.7,25.75,88.67,0.7288040415980158,-5.231997951253391,-12.390151479867704,False,2.992
Alaminos,2022,Wet,2,8,336.5,25.33,88.81,0.7333380703907483,-5.68649018072688,-12.62530771793844,False,2.992
Alaminos,2022,Wet,3,9,289.6,25.43,88.66,0.6962124132260749,-5.781033857467801,-12.627149832920585,False,2.992
Alaminos,2022,Wet,4,10,461.3,25.52,87.45,0.7530374461620425,-5.678188077267241,-12.475788353163805,False,2.992
Alaminos,2022,Wet,5,11,121.7,25.46,87.0,0.6342125386807267,-5.5862696695112195,-12.38625432309706,False,2.992
Alaminos,2022,Wet,6,12,111.8,24.42,85.04,0.7928878269965189,-6.256710476397694,-13.046960164904542,False,2.992
Bay,2022,Wet,1,7,373.6,26.53,88.68,0.6640543353585024,-6.280080217161171,-13.466952519288858,False,4.134
Bay,2022,Wet,2,8,392.9,25.97,89.67,0.693439979048042,-6.760004646927705,-13.544449006681004,False,4.134
Bay,2022,Wet,3,9,286.9,26.23,87.98,0.22686330511364158,-6.483993114017741,-13.095256379637588,False,4.134
Bay,2022,Wet,4,10,447.0,26.28,86.51,0.7385713868350162,-5.974508915826612,-12.642328522246675,False,4.134
Bay,2022,Wet,5,11,166.4,26.12,85.93,0.3834169553039648,-6.395747559998144,-13.280962772848678,False,4.134
Bay,2022,Wet,6,12,124.6,25.02,84.19,0.776731271259209,-7.127847634402756,-14.471630417536508,False,4.134
Calauan,2022,Wet,1,7,492.9,26.87,87.99,0.7008493026619493,-5.9090252830822845,-12.851785762103937,False,3.929
Calauan,2022,Wet,2,8,442.7,26.3,88.8,0.7752890373854314,-6.28841604745281,-13.06238147594292,False,3.929
Calauan,2022,Wet,3,9,308.7,26.45,87.97,0.541493969497559,-6.264852147070274,-12.845753060791656,False,3.929
Calauan,2022,Wet,4,10,496.6,26.58,85.88,0.78385583341299,-5.915723729064104,-12.563898153407061,False,3.929
Calauan,2022,Wet,5,11,112.6,26.49,84.97,0.5715876381065744,-6.103455215340125,-12.769214824787442,False,3.929
Calauan,2022,Wet,6,12,143.7,25.29,84.15,0.7081877538212782,-6.849936991630991,-13.721672713113875,False,3.929
Cavinti,2022,Wet,1,7,395.6,24.99,90.66,0.5701046178249822,-6.651262262891276,-13.251881446560713,False,3.204
Cavinti,2022,Wet,2,8,366.7,24.6,90.66,0.7793508352418257,-6.895091900752227,-13.414245887394127,False,3.204
Cavinti,2022,Wet,3,9,291.4,24.57,90.85,0.7048955312277476,-6.958332985960929,-13.585794391630785,False,3.204
Cavinti,2022,Wet,4,10,493.4,24.42,90.94,0.8004365534191549,-6.7719157627077005,-13.307893128715577,False,3.204
Cavinti,2022,Wet,5,11,231.4,24.05,92.52,0.6924682832490561,-6.4998130079746,-13.174271283602057,False,3.204
Cavinti,2022,Wet,6,12,308.6,22.77,92.14,,-7.2543579172057155,-13.831583931213395,False,3.204
City of Biñan,2022,Wet,1,7,376.5,26.6,87.33,0.43456781447374404,-5.244888014105649,-11.32719048081407,False,3.419
City of Biñan,2022,Wet,2,8,528.4,26.05,88.39,0.3692917530155117,-5.897425438096811,-11.768406201600975,False,3.419
City of Biñan,2022,Wet,3,9,357.0,26.15,87.11,0.4158521417267001,-5.233470796734752,-11.238543341214324,False,3.419
City of Biñan,2022,Wet,4,10,485.2,26.4,85.97,0.37844593017242756,-4.976043571774961,-10.964893634931014,False,3.419
City of Biñan,2022,Wet,5,11,113.6,26.3,85.33,0.3800638912299958,-4.535831259066143,-10.800414729780973,False,3.419
City of Biñan,2022,Wet,6,12,99.8,25.32,82.81,0.40723049247535775,-5.963202431554401,-11.842006064508972,False,3.419
City of Cabuyao,2022,Wet,1,7,366.4,26.34,88.42,0.47730997095006605,-5.994931564695809,-11.949109982199479,False,3.677
City of Cabuyao,2022,Wet,2,8,439.8,25.88,88.97,0.4721877184809851,-6.465885231342577,-12.247660248491716,False,3.677
City of Cabuyao,2022,Wet,3,9,332.9,26.05,87.63,0.5642800467113886,-6.167106134535794,-11.860806158353853,False,3.677
City of Cabuyao,2022,Wet,4,10,459.5,26.11,87.21,0.45169007273466205,-5.79047780703195,-11.543025833714946,False,3.677
City of Cabuyao,2022,Wet,5,11,94.1,25.9,87.19,0.33379607737459926,-5.516747359100594,-11.416291668593729,False,3.677
City of Cabuyao,2022,Wet,6,12,122.2,24.85,85.38,0.45445186471246274,-6.673838630356429,-12.387051641931995,False,3.677
City of Calamba,2022,Wet,1,7,280.1,26.11,88.07,0.5414492251361737,-5.733238916082564,-12.02522704757607,False,3.767
City of Calamba,2022,Wet,2,8,336.8,25.65,88.4,0.5720296868124894,-6.438186284651993,-12.668008786111487,False,3.767
City of Calamba,2022,Wet,3,9,300.4,25.84,87.46,0.6451276621378228,-6.148292237478457,-12.311190918723865,False,3.767
City of Calamba,2022,Wet,4,10,435.2,25.73,87.59,0.5298487675731585,-5.891107459591982,-12.044466233154711,False,3.767
City of Calamba,2022,Wet,5,11,110.6,25.46,88.08,0.4915907533000469,-5.588948180547433,-11.81109403422535,False,3.767
City of Calamba,2022,Wet,6,12,111.7,24.4,86.31,0.5571397436986837,-6.8926093119082585,-12.945392525892547,False,3.767
City of San Pablo,2022,Wet,1,7,304.1,26.55,88.6,0.7264874139655392,-5.861939603023834,-12.613726062250464,False,3.798
City of San Pablo,2022,Wet,2,8,302.7,26.02,89.02,0.7358570536080915,-6.298203443141145,-12.882557950700356,False,3.798
City of San Pablo,2022,Wet,3,9,274.8,26.14,88.8,0.6706863748669933,-6.36219013879796,-12.839365397775065,False,3.798
City of San Pablo,2022,Wet,4,10,479.1,26.25,87.37,0.7365727775759087,-6.288063310388819,-12.707349457563824,False,3.798
City of San Pablo,2022,Wet,5,11,132.1,26.16,86.9,0.6447409028021963,-6.15503762231892,-12.657968290105112,False,3.798
City of San Pablo,2022,Wet,6,12,115.9,25.04,85.52,,-6.817630673096881,-13.22901466542226,False,3.798
