municipality,year,month,rainfall_mm,temp_mean_c,days
Los Baños,2021,2,119.1,23.48,28
Los Baños,2021,3,93.6,24.77,31
Los Baños,2021,4,23.1,25.87,30
Los Baños,2021,5,92.7,27.29,31
Los Baños,2021,6,238.1,26.32,30
Los Baños,2021,7,355.0,25.62,31
Los Baños,2021,8,260.0,25.67,31
Los Baños,2021,9,416.4,25.21,30
Los Baños,2021,10,253.0,25.08,31
Los Baños,2021,11,93.8,25.43,30
Los Baños,2021,12,110.9,23.96,31
Los Baños,2022,1,40.8,23.79,31
Los Baños,2022,2,63.5,24.4,28
Los Baños,2022,3,63.2,25.95,31
Los Baños,2022,4,113.7,25.76,30
Los Baños,2022,5,155.1,26.51,31
Los Baños,2022,6,282.0,25.9,30
Los Baños,2022,7,373.6,25.48,31
Los Baños,2022,8,392.9,24.92,31
Los Baños,2022,9,286.9,25.18,30
Los Baños,2022,10,447.0,25.2,31
Los Baños,2022,11,166.4,25.07,30
Los Baños,2022,12,124.6,23.95,31
Los Baños,2023,1,159.9,23.32,31
Los Baños,2023,2,53.2,23.99,28
Los Baños,2023,3,12.0,24.74,31
Los Baños,2023,4,137.8,26.01,30
Los Baños,2023,5,161.4,26.65,31
Los Baños,2023,6,262.0,26.13,30
Los Baños,2023,7,311.5,26.04,31
Los Baños,2023,8,127.3,26.51,31
Los Baños,2023,9,336.0,25.61,30
Los Baños,2023,10,156.4,25.58,31
Los Baños,2023,11,130.6,25.3,30
Los Baños,2023,12,73.7,24.97,31
Los Baños,2024,1,15.5,24.21,31
Los Baños,2024,2,7.1,24.87,29
Los Baños,2024,3,41.5,25.51,31
Los Baños,2024,4,9.8,27.94,30
Los Baños,2024,5,268.1,28.16,31
Los Baños,2024,6,391.6,26.38,30
Los Baños,2024,7,534.7,25.42,31
Los Baños,2024,8,262.5,26.01,31
Los Baños,2024,9,339.6,25.77,30
Los Baños,2024,10,416.5,25.46,31
Los Baños,2024,11,60.3,25.96,30
Los Baños,2024,12,269.1,24.44,31
Los Baños,2025,1,89.7,24.06,31
Los Baños,2025,2,169.7,24.23,28
Los Baños,2025,3,115.3,25.66,31
Los Baños,2025,4,30.0,28.2,30
Los Baños,2025,5,138.4,27.51,31
Los Baños,2025,6,317.5,25.83,30
Los Baños,2025,7,334.8,25.7,31
Los Baños,2025,8,310.7,25.3,31
Los Baños,2025,9,391.6,24.72,30
Los Baños,2025,10,268.9,25.09,31
Los Baños,2025,11,242.2,24.97,30
Los Baños,2025,12,77.7,24.42,31
Luisiana,2018,1,227.1,21.85,31
Luisiana,2018,2,65.0,22.0,28
Luisiana,2018,3,125.1,22.2,31
Luisiana,2018,4,79.4,23.67,30
Luisiana,2018,5,110.2,25.04,31
Luisiana,2018,6,212.5,24.44,30
Luisiana,2018,7,456.7,23.62,31
Luisiana,2018,8,247.4,23.96,31
Luisiana,2018,9,382.9,23.65,30
Luisiana,2018,10,150.7,23.54,31
Luisiana,2018,11,232.3,22.95,30
Luisiana,2018,12,689.8,22.32,31
Luisiana,2019,1,189.2,21.21,31
Luisiana,2019,2,64.0,21.19,28
Luisiana,2019,3,38.9,22.77,31
Luisiana,2019,4,56.9,24.59,30
Luisiana,2019,5,246.4,24.95,31
Luisiana,2019,6,248.1,25.13,30
Luisiana,2019,7,356.4,24.25,31
Luisiana,2019,8,317.2,24.02,31
Luisiana,2019,9,444.9,23.76,30
Luisiana,2019,10,182.2,23.41,31
Luisiana,2019,11,255.2,23.24,30
Luisiana,2019,12,612.1,22.53,31
Luisiana,2020,1,202.5,21.99,31
Luisiana,2020,2,215.1,21.12,29
Luisiana,2020,3,76.1,23.02,31
Luisiana,2020,4,70.8,24.09,30
Luisiana,2020,5,431.0,25.46,31
Luisiana,2020,6,258.5,24.79,30
Luisiana,2020,7,306.8,24.5,31
Luisiana,2020,8,463.4,24.22,31
Luisiana,2020,9,319.2,24.5,30
Luisiana,2020,10,816.3,23.65,31
Luisiana,2020,11,717.2,23.08,30
Luisiana,2020,12,576.6,22.99,31
Luisiana,2021,1,389.9,21.65,31
Luisiana,2021,2,277.6,21.74,28
Luisiana,2021,3,261.1,22.98,31
Luisiana,2021,4,61.4,23.57,30
Luisiana,2021,5,133.5,24.82,31
Luisiana,2021,6,351.6,24.72,30
Luisiana,2021,7,415.7,24.16,31
Luisiana,2021,8,279.1,24.33,31
Luisiana,2021,9,511.1,23.95,30
Luisiana,2021,10,329.2,23.6,31
Luisiana,2021,11,202.8,23.34,30
Luisiana,2021,12,338.3,21.77,31
Luisiana,2022,1,136.1,21.58,31
Luisiana,2022,2,182.8,21.95,28
Luisiana,2022,3,117.9,23.42,31
Luisiana,2022,4,191.7,23.32,30
Luisiana,2022,5,215.1,24.57,31
Luisiana,2022,6,246.0,24.46,30
Luisiana,2022,7,406.7,24.28,31
Luisiana,2022,8,384.5,23.88,31
Luisiana,2022,9,305.1,23.82,30
Luisiana,2022,10,597.2,23.62,31
Luisiana,2022,11,252.8,23.33,30
Luisiana,2022,12,349.7,21.99,31
Luisiana,2023,1,474.9,21.22,31
Luisiana,2023,2,248.4,21.81,28
Luisiana,2023,3,57.3,22.16,31
Luisiana,2023,4,162.7,23.87,30
Luisiana,2023,5,240.6,24.74,31
Luisiana,2023,6,293.0,24.62,30
Luisiana,2023,7,237.7,24.76,31
Luisiana,2023,8,129.2,24.85,31
Luisiana,2023,9,291.3,24.47,30
Luisiana,2023,10,244.7,23.98,31
Luisiana,2023,11,386.7,23.25,30
Luisiana,2023,12,306.0,22.88,31
Luisiana,2024,1,134.8,21.68,31
Luisiana,2024,2,105.1,22.16,29
Luisiana,2024,3,125.9,22.75,31
Luisiana,2024,4,43.0,25.06,30
Luisiana,2024,5,390.8,25.74,31
Luisiana,2024,6,310.0,25.17,30
Luisiana,2024,7,412.9,24.32,31
Luisiana,2024,8,254.2,24.74,31
Luisiana,2024,9,407.2,24.54,30
Luisiana,2024,10,509.8,24.05,31
Luisiana,2024,11,197.9,23.88,30
Luisiana,2024,12,715.0,22.47,31
Luisiana,2025,1,431.0,21.77,31
Luisiana,2025,2,374.3,21.97,28
Luisiana,2025,3,220.9,22.82,31
Luisiana,2025,4,54.9,24.91,30
Luisiana,2025,5,186.4,25.12,31
Luisiana,2025,6,365.6,24.34,30
Luisiana,2025,7,385.0,24.17,31
Luisiana,2025,8,403.1,23.91,31
Luisiana,2025,9,531.8,23.39,30
Luisiana,2025,10,448.3,23.55,31
Luisiana,2025,11,469.3,23.29,30
Luisiana,2025,12,240.9,22.43,31
Lumban,2018,1,254.2,22.77,31
Lumban,2018,2,44.3,23.05,28
Lumban,2018,3,119.8,23.32,31
Lumban,2018,4,150.7,24.61,30
Lumban,2018,5,97.6,25.93,31
Lumban,2018,6,272.2,25.29,30
Lumban,2018,7,503.9,24.33,31
Lumban,2018,8,334.5,24.83,31
Lumban,2018,9,481.4,24.55,30
Lumban,2018,10,180.1,24.54,31
Lumban,2018,11,277.0,23.86,30
Lumban,2018,12,822.8,23.09,31
Lumban,2019,1,176.9,22.29,31
Lumban,2019,2,65.7,22.41,28
Lumban,2019,3,29.6,23.92,31
Lumban,2019,4,52.4,25.7,30
Lumban,2019,5,290.0,26.08,31
Lumban,2019,6,248.1,26.06,30
Lumban,2019,7,348.9,25.12,31
Lumban,2019,8,404.6,24.86,31
Lumban,2019,9,405.7,24.57,30
Lumban,2019,10,233.0,24.3,31
Lumban,2019,11,329.1,24.08,30
Lumban,2019,12,448.3,23.38,31
Lumban,2020,1,193.8,22.96,31
Lumban,2020,2,181.2,22.19,29
Lumban,2020,3,74.2,24.1,31
Lumban,2020,4,103.8,25.0,30
Lumban,2020,5,431.0,26.33,31
Lumban,2020,6,326.1,25.65,30
Lumban,2020,7,368.7,25.47,31
Lumban,2020,8,407.5,25.11,31
Lumban,2020,9,302.4,25.51,30
Lumban,2020,10,740.9,24.39,31
Lumban,2020,11,686.0,23.85,30
Lumban,2020,12,559.6,23.7,31
Lumban,2021,1,322.4,22.57,31
Lumban,2021,2,224.1,22.68,28
Lumban,2021,3,238.0,23.86,31
Lumban,2021,4,82.8,24.52,30
Lumban,2021,5,174.7,25.74,31
Lumban,2021,6,299.5,25.75,30
Lumban,2021,7,529.1,24.95,31
Lumban,2021,8,352.6,25.24,31
Lumban,2021,9,479.3,24.79,30
Lumban,2021,10,322.3,24.42,31
Lumban,2021,11,188.0,24.18,30
Lumban,2021,12,350.3,22.73,31
Lumban,2022,1,102.2,22.67,31
Lumban,2022,2,160.1,22.81,28
Lumban,2022,3,109.2,24.41,31
Lumban,2022,4,181.3,24.17,30
Lumban,2022,5,233.5,25.48,31
Lumban,2022,6,298.4,25.32,30
Lumban,2022,7,405.9,25.13,31
Lumban,2022,8,456.5,24.71,31
Lumban,2022,9,329.5,24.68,30
Lumban,2022,10,521.6,24.48,31
Lumban,2022,11,311.2,24.05,30
Lumban,2022,12,375.2,22.82,31
Lumban,2023,1,408.5,22.09,31
Lumban,2023,2,195.2,22.8,28
Lumban,2023,3,38.0,23.28,31
Lumban,2023,4,152.0,24.87,30
Lumban,2023,5,191.1,25.74,31
Lumban,2023,6,278.3,25.6,30
Lumban,2023,7,312.8,25.4,31
Lumban,2023,8,171.3,25.62,31
Lumban,2023,9,316.0,25.29,30
Lumban,2023,10,213.4,24.66,31
Lumban,2023,11,332.7,23.94,30
Lumban,2023,12,277.3,23.51,31
Lumban,2024,1,106.1,22.64,31
Lumban,2024,2,92.3,23.09,29
Lumban,2024,3,115.4,23.63,31
Lumban,2024,4,30.9,25.95,30
Lumban,2024,5,307.6,26.48,31
Lumban,2024,6,289.0,25.85,30
Lumban,2024,7,459.8,24.94,31
Lumban,2024,8,277.3,25.49,31
Lumban,2024,9,410.1,25.17,30
Lumban,2024,10,391.9,24.73,31
Lumban,2024,11,191.3,24.51,30
Lumban,2024,12,631.2,23.12,31
Lumban,2025,1,329.9,22.53,31
Lumban,2025,2,330.1,22.75,28
Lumban,2025,3,166.5,23.66,31
Lumban,2025,4,29.3,25.82,30
Lumban,2025,5,129.1,25.98,31
Lumban,2025,6,331.8,25.18,30
Lumban,2025,7,346.9,24.95,31
Lumban,2025,8,386.6,24.79,31
Lumban,2025,9,390.5,24.04,30
Lumban,2025,10,313.4,24.25,31
Lumban,2025,11,449.5,23.91,30
Lumban,2025,12,203.7,23.12,31
Mabitac,2018,1,246.1,24.72,31
Mabitac,2018,2,9.1,25.06,28
Mabitac,2018,3,31.9,25.4,31
Mabitac,2018,4,86.5,26.94,30
Mabitac,2018,5,16.0,28.61,31
Mabitac,2018,6,414.0,26.88,30
Mabitac,2018,7,641.3,25.8,31
Mabitac,2018,8,350.3,26.25,31
Mabitac,2018,9,399.7,26.15,30
Mabitac,2018,10,113.2,26.43,31
Mabitac,2018,11,82.9,26.04,30
Mabitac,2018,12,484.5,25.3,31
Mabitac,2019,1,40.4,24.26,31
Mabitac,2019,2,13.6,24.42,28
Mabitac,2019,3,5.7,26.09,31
Mabitac,2019,4,13.9,28.04,30
Mabitac,2019,5,170.1,27.82,31
Mabitac,2019,6,301.0,27.84,30
Mabitac,2019,7,366.7,26.62,31
Mabitac,2019,8,585.1,26.3,31
Mabitac,2019,9,567.4,26.07,30
Mabitac,2019,10,77.2,26.4,31
Mabitac,2019,11,99.5,26.0,30
Mabitac,2019,12,153.9,25.45,31
Mabitac,2020,1,52.1,24.96,31
Mabitac,2020,2,39.3,24.3,29
Mabitac,2020,3,11.3,26.35,31
Mabitac,2020,4,23.6,27.5,30
Mabitac,2020,5,288.7,28.48,31
Mabitac,2020,6,226.8,27.64,30
Mabitac,2020,7,235.5,27.29,31
Mabitac,2020,8,298.9,26.71,31
Mabitac,2020,9,188.1,27.08,30
Mabitac,2020,10,553.0,26.29,31
Mabitac,2020,11,398.1,26.0,30
Mabitac,2020,12,279.3,25.74,31
Mabitac,2021,1,103.1,24.58,31
Mabitac,2021,2,139.7,24.65,28
Mabitac,2021,3,69.8,26.03,31
Mabitac,2021,4,36.0,26.71,30
Mabitac,2021,5,50.3,28.17,31
Mabitac,2021,6,221.8,27.4,30
Mabitac,2021,7,465.9,26.73,31
Mabitac,2021,8,203.6,26.8,31
Mabitac,2021,9,403.0,26.59,30
Mabitac,2021,10,165.8,26.37,31
Mabitac,2021,11,50.9,26.49,30
Mabitac,2021,12,148.6,24.94,31
Mabitac,2022,1,33.4,24.69,31
Mabitac,2022,2,40.6,25.12,28
Mabitac,2022,3,27.3,26.91,31
Mabitac,2022,4,73.5,26.78,30
Mabitac,2022,5,243.5,27.56,31
Mabitac,2022,6,233.2,27.39,30
Mabitac,2022,7,378.4,26.89,31
Mabitac,2022,8,400.9,26.28,31
Mabitac,2022,9,400.7,26.19,30
Mabitac,2022,10,380.9,26.46,31
Mabitac,2022,11,91.0,26.2,30
Mabitac,2022,12,158.0,25.02,31
Mabitac,2023,1,143.8,24.33,31
Mabitac,2023,2,55.7,24.84,28
Mabitac,2023,3,11.0,25.46,31
Mabitac,2023,4,88.7,27.07,30
Mabitac,2023,5,156.1,27.81,31
Mabitac,2023,6,276.1,27.25,30
Mabitac,2023,7,393.6,27.04,31
Mabitac,2023,8,235.0,26.89,31
Mabitac,2023,9,342.4,26.7,30
Mabitac,2023,10,111.1,26.63,31
Mabitac,2023,11,81.8,26.28,30
Mabitac,2023,12,96.3,25.86,31
Mabitac,2024,1,17.6,24.8,31
Mabitac,2024,2,15.5,25.38,29
Mabitac,2024,3,28.0,25.99,31
Mabitac,2024,4,6.7,28.37,30
Mabitac,2024,5,228.6,28.89,31
Mabitac,2024,6,316.2,27.5,30
Mabitac,2024,7,465.5,26.78,31
Mabitac,2024,8,287.2,26.99,31
Mabitac,2024,9,415.5,26.61,30
Mabitac,2024,10,297.5,26.62,31
Mabitac,2024,11,124.7,26.4,30
Mabitac,2024,12,286.4,25.19,31
Mabitac,2025,1,130.0,24.59,31
Mabitac,2025,2,146.3,24.76,28
Mabitac,2025,3,57.5,25.94,31
Mabitac,2025,4,9.0,28.43,30
Mabitac,2025,5,57.3,28.48,31
Mabitac,2025,6,358.0,26.68,30
Mabitac,2025,7,524.5,26.27,31
Mabitac,2025,8,419.4,26.29,31
Mabitac,2025,9,358.6,25.71,30
Mabitac,2025,10,201.5,26.21,31
Mabitac,2025,11,251.8,25.92,30
Mabitac,2025,12,87.5,25.17,31
Magdalena,2018,1,141.8,25.05,31
Magdalena,2018,2,19.4,25.33,28
Magdalena,2018,3,79.0,25.78,31
Magdalena,2018,4,77.6,27.31,30
Magdalena,2018,5,17.6,28.8,31
Magdalena,2018,6,235.8,27.38,30
Magdalena,2018,7,516.4,26.22,31
Magdalena,2018,8,243.4,26.75,31
Magdalena,2018,9,377.3,26.41,30
Magdalena,2018,10,82.7,26.7,31
Magdalena,2018,11,139.6,26.24,30
Magdalena,2018,12,525.3,25.47,31
Magdalena,2019,1,67.7,24.59,31
Magdalena,2019,2,25.3,24.77,28
Magdalena,2019,3,10.6,26.52,31
Magdalena,2019,4,26.3,28.38,30
Magdalena,2019,5,159.3,28.04,31
Magdalena,2019,6,208.1,28.2,30
Magdalena,2019,7,273.3,26.98,31
Magdalena,2019,8,400.0,26.74,31
Magdalena,2019,9,442.8,26.53,30
Magdalena,2019,10,113.2,26.57,31
Magdalena,2019,11,167.7,26.17,30
Magdalena,2019,12,338.7,25.68,31
Magdalena,2020,1,73.3,25.2,31
Magdalena,2020,2,87.1,24.52,29
Magdalena,2020,3,24.9,26.59,31
Magdalena,2020,4,29.2,27.72,30
Magdalena,2020,5,399.3,28.65,31
Magdalena,2020,6,210.1,27.91,30
Magdalena,2020,7,268.4,27.52,31
Magdalena,2020,8,413.2,26.98,31
Magdalena,2020,9,231.0,27.43,30
Magdalena,2020,10,583.2,26.49,31
Magdalena,2020,11,513.2,26.12,30
Magdalena,2020,12,347.4,25.94,31
Magdalena,2021,1,184.6,24.74,31
Magdalena,2021,2,161.6,24.86,28
Magdalena,2021,3,143.0,26.17,31
Magdalena,2021,4,34.2,26.91,30
Magdalena,2021,5,75.3,28.2,31
Magdalena,2021,6,320.7,27.6,30
Magdalena,2021,7,397.9,27.03,31
Magdalena,2021,8,273.6,27.17,31
Magdalena,2021,9,376.3,26.81,30
Magdalena,2021,10,191.6,26.6,31
Magdalena,2021,11,90.0,26.59,30
Magdalena,2021,12,168.6,25.1,31
Magdalena,2022,1,54.8,24.96,31
Magdalena,2022,2,55.7,25.32,28
Magdalena,2022,3,39.1,27.0,31
Magdalena,2022,4,75.5,26.84,30
Magdalena,2022,5,254.6,27.79,31
Magdalena,2022,6,258.7,27.47,30
Magdalena,2022,7,332.7,27.08,31
Magdalena,2022,8,363.2,26.61,31
Magdalena,2022,9,308.8,26.55,30
Magdalena,2022,10,427.9,26.66,31
Magdalena,2022,11,141.8,26.45,30
Magdalena,2022,12,194.7,25.15,31
Magdalena,2023,1,197.9,24.45,31
Magdalena,2023,2,99.8,25.09,28
Magdalena,2023,3,12.5,25.71,31
Magdalena,2023,4,127.4,27.23,30
Magdalena,2023,5,168.2,27.91,31
Magdalena,2023,6,249.2,27.61,30
Magdalena,2023,7,243.3,27.74,31
Magdalena,2023,8,123.1,27.81,31
Magdalena,2023,9,274.1,27.31,30
Magdalena,2023,10,147.3,27.2,31
Magdalena,2023,11,179.9,26.66,30
Magdalena,2023,12,128.7,26.23,31
Magdalena,2024,1,33.0,25.28,31
Magdalena,2024,2,25.6,26.0,29
Magdalena,2024,3,52.1,26.56,31
Magdalena,2024,4,17.9,29.1,30
Magdalena,2024,5,340.0,29.29,31
Magdalena,2024,6,356.2,28.08,30
Magdalena,2024,7,369.7,27.27,31
Magdalena,2024,8,262.8,27.55,31
Magdalena,2024,9,384.2,27.38,30
Magdalena,2024,10,384.8,27.11,31
Magdalena,2024,11,137.0,27.21,30
Magdalena,2024,12,358.8,25.6,31
Magdalena,2025,1,155.5,25.1,31
Magdalena,2025,2,159.1,25.31,28
Magdalena,2025,3,82.1,26.51,31
Magdalena,2025,4,17.3,29.19,30
Magdalena,2025,5,106.5,28.91,31
Magdalena,2025,6,448.6,27.23,30
Magdalena,2025,7,357.4,27.03,31
Magdalena,2025,8,437.8,26.79,31
Magdalena,2025,9,399.3,26.22,30
Magdalena,2025,10,318.3,26.6,31
Magdalena,2025,11,294.4,26.37,30
Magdalena,2025,12,100.3,25.76,31
Majayjay,2018,1,227.1,22.79,31
Majayjay,2018,2,65.0,22.98,28
Majayjay,2018,3,125.1,23.16,31
Majayjay,2018,4,79.4,24.61,30
Majayjay,2018,5,110.2,26.01,31
Majayjay,2018,6,212.5,25.4,30
Majayjay,2018,7,456.7,24.57,31
Majayjay,2018,8,247.4,24.91,31
Majayjay,2018,9,382.9,24.61,30
Majayjay,2018,10,150.7,24.5,31
Majayjay,2018,11,232.3,23.91,30
Majayjay,2018,12,689.8,23.28,31
Majayjay,2019,1,189.2,22.15,31
Majayjay,2019,2,64.0,22.15,28
Majayjay,2019,3,38.9,23.73,31
Majayjay,2019,4,56.9,25.54,30
Majayjay,2019,5,246.4,25.93,31
Majayjay,2019,6,248.1,26.08,30
Majayjay,2019,7,356.4,25.22,31
Majayjay,2019,8,317.2,24.97,31
Majayjay,2019,9,444.9,24.71,30
Majayjay,2019,10,182.2,24.36,31
Majayjay,2019,11,255.2,24.19,30
Majayjay,2019,12,612.1,23.48,31
Majayjay,2020,1,202.5,22.95,31
Majayjay,2020,2,215.1,22.09,29
Majayjay,2020,3,76.1,23.98,31
Majayjay,2020,4,70.8,25.04,30
Majayjay,2020,5,431.0,26.41,31
Majayjay,2020,6,258.5,25.75,30
Majayjay,2020,7,306.8,25.46,31
Majayjay,2020,8,463.4,25.17,31
Majayjay,2020,9,319.2,25.46,30
Majayjay,2020,10,816.3,24.6,31
Majayjay,2020,11,717.2,24.02,30
Majayjay,2020,12,576.6,23.93,31
Majayjay,2021,1,389.9,22.61,31
Majayjay,2021,2,277.6,22.69,28
Majayjay,2021,3,261.1,23.92,31
Majayjay,2021,4,61.4,24.53,30
Majayjay,2021,5,133.5,25.78,31
Majayjay,2021,6,351.6,25.68,30
Majayjay,2021,7,415.7,25.11,31
Majayjay,2021,8,279.1,25.28,31
Majayjay,2021,9,511.1,24.9,30
Majayjay,2021,10,329.2,24.55,31
Majayjay,2021,11,202.8,24.29,30
Majayjay,2021,12,338.3,22.7,31
Majayjay,2022,1,136.1,22.53,31
Majayjay,2022,2,182.8,22.89,28
Majayjay,2022,3,117.9,24.36,31
Majayjay,2022,4,191.7,24.28,30
Majayjay,2022,5,215.1,25.52,31
Majayjay,2022,6,246.0,25.41,30
Majayjay,2022,7,406.7,25.24,31
Majayjay,2022,8,384.5,24.82,31
Majayjay,2022,9,305.1,24.78,30
Majayjay,2022,10,597.2,24.57,31
Majayjay,2022,11,252.8,24.28,30
Majayjay,2022,12,349.7,22.94,31
Majayjay,2023,1,474.9,22.17,31
Majayjay,2023,2,248.4,22.75,28
Majayjay,2023,3,57.3,23.12,31
Majayjay,2023,4,162.7,24.84,30
Majayjay,2023,5,240.6,25.68,31
Majayjay,2023,6,293.0,25.59,30
Majayjay,2023,7,237.7,25.7,31
Majayjay,2023,8,129.2,25.79,31
Majayjay,2023,9,291.3,25.43,30
Majayjay,2023,10,244.7,24.94,31
Majayjay,2023,11,386.7,24.21,30
Majayjay,2023,12,306.0,23.83,31
Majayjay,2024,1,134.8,22.65,31
Majayjay,2024,2,105.1,23.1,29
Majayjay,2024,3,125.9,23.72,31
Majayjay,2024,4,43.0,26.03,30
Majayjay,2024,5,390.8,26.7,31
Majayjay,2024,6,310.0,26.12,30
Majayjay,2024,7,412.9,25.28,31
Majayjay,2024,8,254.2,25.69,31
Majayjay,2024,9,407.2,25.49,30
Majayjay,2024,10,509.8,25.02,31
Majayjay,2024,11,197.9,24.83,30
Majayjay,2024,12,715.0,23.43,31
Majayjay,2025,1,431.0,22.74,31
Majayjay,2025,2,374.3,22.94,28
Majayjay,2025,3,220.9,23.77,31
Majayjay,2025,4,54.9,25.85,30
Majayjay,2025,5,186.4,26.08,31
Majayjay,2025,6,365.6,25.29,30
Majayjay,2025,7,385.0,25.11,31
Majayjay,2025,8,403.1,24.87,31
Majayjay,2025,9,531.8,24.35,30
Majayjay,2025,10,448.3,24.5,31
Majayjay,2025,11,469.3,24.23,30
Majayjay,2025,12,240.9,23.39,31
Nagcarlan,2018,1,128.7,23.47,31
Nagcarlan,2018,2,24.1,23.71,28
Nagcarlan,2018,3,85.8,24.08,31
Nagcarlan,2018,4,43.6,25.64,30
Nagcarlan,2018,5,35.0,27.12,31
Nagcarlan,2018,6,230.7,25.81,30
Nagcarlan,2018,7,516.4,24.72,31
Nagcarlan,2018,8,250.7,25.19,31
Nagcarlan,2018,9,394.1,24.86,30
Nagcarlan,2018,10,115.7,25.06,31
Nagcarlan,2018,11,100.0,24.67,30
Nagcarlan,2018,12,435.2,23.92,31
Nagcarlan,2019,1,62.9,22.93,31
Nagcarlan,2019,2,16.4,22.97,28
Nagcarlan,2019,3,19.0,24.74,31
Nagcarlan,2019,4,31.4,26.62,30
Nagcarlan,2019,5,220.1,26.36,31
Nagcarlan,2019,6,229.0,26.57,30
Nagcarlan,2019,7,328.4,25.43,31
Nagcarlan,2019,8,405.0,25.18,31
Nagcarlan,2019,9,458.4,24.97,30
Nagcarlan,2019,10,131.1,24.99,31
Nagcarlan,2019,11,152.2,24.66,30
Nagcarlan,2019,12,402.5,24.1,31
Nagcarlan,2020,1,78.8,23.59,31
Nagcarlan,2020,2,96.9,22.85,29
Nagcarlan,2020,3,27.7,24.94,31
Nagcarlan,2020,4,30.7,26.13,30
Nagcarlan,2020,5,355.6,27.12,31
Nagcarlan,2020,6,228.3,26.34,30
Nagcarlan,2020,7,302.2,25.89,31
Nagcarlan,2020,8,495.3,25.46,31
Nagcarlan,2020,9,246.6,25.82,30
Nagcarlan,2020,10,691.9,24.93,31
Nagcarlan,2020,11,545.1,24.57,30
Nagcarlan,2020,12,331.5,24.43,31
Nagcarlan,2021,1,218.7,23.2,31
Nagcarlan,2021,2,177.5,23.29,28
Nagcarlan,2021,3,162.5,24.59,31
Nagcarlan,2021,4,35.7,25.28,30
Nagcarlan,2021,5,75.5,26.7,31
Nagcarlan,2021,6,375.9,26.07,30
Nagcarlan,2021,7,424.6,25.47,31
Nagcarlan,2021,8,330.1,25.58,31
Nagcarlan,2021,9,406.0,25.28,30
Nagcarlan,2021,10,198.9,25.04,31
Nagcarlan,2021,11,93.9,25.04,30
Nagcarlan,2021,12,164.4,23.49,31
Nagcarlan,2022,1,61.7,23.28,31
Nagcarlan,2022,2,91.0,23.76,28
Nagcarlan,2022,3,52.4,25.32,31
Nagcarlan,2022,4,102.9,25.2,30
Nagcarlan,2022,5,195.2,26.24,31
Nagcarlan,2022,6,253.6,25.91,30
Nagcarlan,2022,7,385.4,25.57,31
Nagcarlan,2022,8,397.1,25.07,31
Nagcarlan,2022,9,315.5,25.03,30
Nagcarlan,2022,10,547.4,25.11,31
Nagcarlan,2022,11,133.3,24.94,30
Nagcarlan,2022,12,193.6,23.61,31
Nagcarlan,2023,1,208.5,22.9,31
Nagcarlan,2023,2,123.2,23.49,28
Nagcarlan,2023,3,21.2,24.0,31
Nagcarlan,2023,4,140.5,25.57,30
Nagcarlan,2023,5,230.4,26.25,31
Nagcarlan,2023,6,263.7,26.0,30
Nagcarlan,2023,7,296.1,26.08,31
Nagcarlan,2023,8,155.7,26.13,31
Nagcarlan,2023,9,365.6,25.67,30
Nagcarlan,2023,10,183.6,25.53,31
Nagcarlan,2023,11,201.1,25.04,30
Nagcarlan,2023,12,145.8,24.59,31
Nagcarlan,2024,1,39.3,23.58,31
Nagcarlan,2024,2,30.6,24.11,29
Nagcarlan,2024,3,66.6,24.75,31
Nagcarlan,2024,4,18.0,27.22,30
Nagcarlan,2024,5,344.7,27.66,31
Nagcarlan,2024,6,361.2,26.54,30
Nagcarlan,2024,7,382.6,25.7,31
Nagcarlan,2024,8,277.3,25.96,31
Nagcarlan,2024,9,377.6,25.8,30
Nagcarlan,2024,10,464.9,25.5,31
Nagcarlan,2024,11,119.4,25.57,30
Nagcarlan,2024,12,378.1,24.05,31
Nagcarlan,2025,1,209.1,23.45,31
Nagcarlan,2025,2,165.6,23.65,28
Nagcarlan,2025,3,104.6,24.73,31
Nagcarlan,2025,4,22.6,27.47,30
Nagcarlan,2025,5,112.5,27.21,31
Nagcarlan,2025,6,449.0,25.64,30
Nagcarlan,2025,7,385.6,25.4,31
Nagcarlan,2025,8,416.8,25.19,31
Nagcarlan,2025,9,512.2,24.67,30
Nagcarlan,2025,10,324.0,24.96,31
Nagcarlan,2025,11,320.9,24.78,30
Nagcarlan,2025,12,138.7,24.11,31
Paete,2018,1,358.7,21.83,31
Paete,2018,2,90.1,22.13,28
Paete,2018,3,151.7,22.38,31
Paete,2018,4,210.9,23.5,30
Paete,2018,5,89.2,24.75,31
Paete,2018,6,212.1,24.49,30
Paete,2018,7,336.1,23.6,31
Paete,2018,8,259.1,24.02,31
Paete,2018,9,301.8,23.82,30
Paete,2018,10,177.6,23.69,31
Paete,2018,11,346.0,22.97,30
Paete,2018,12,999.7,22.21,31
Paete,2019,1,266.6,21.43,31
Paete,2019,2,99.4,21.52,28
Paete,2019,3,47.2,22.9,31
Paete,2019,4,68.4,24.57,30
Paete,2019,5,168.2,25.26,31
Paete,2019,6,189.2,25.21,30
Paete,2019,7,279.9,24.41,31
Paete,2019,8,341.9,24.12,31
Paete,2019,9,357.0,23.78,30
Paete,2019,10,252.1,23.4,31
Paete,2019,11,324.4,23.27,30
Paete,2019,12,535.0,22.5,31
Paete,2020,1,263.9,22.05,31
Paete,2020,2,262.2,21.32,29
Paete,2020,3,99.2,23.11,31
Paete,2020,4,127.9,23.94,30
